,train,val,test
210,tumor_038,,
211,tumor_111,,
212,tumor_006,,
213,tumor_068,,
214,tumor_091,,
215,tumor_090,,
216,tumor_100,,
217,tumor_095,,
218,tumor_011,,
219,tumor_098,,
220,tumor_108,,
221,tumor_018,,
222,tumor_074,,
223,tumor_010,,
224,tumor_062,,
225,tumor_106,,
226,tumor_061,,
227,tumor_078,,
228,tumor_093,,
229,tumor_053,,
230,tumor_027,,
231,tumor_012,,
232,tumor_036,,
233,tumor_008,,
234,tumor_004,,
235,tumor_022,,
236,tumor_019,,
237,tumor_001,,
238,tumor_028,,
239,tumor_075,,
240,tumor_049,,
241,tumor_023,,
242,tumor_031,,
243,tumor_033,,
244,tumor_069,,
245,tumor_084,,
246,tumor_040,,
247,tumor_086,,
248,tumor_029,,
249,tumor_044,,
250,tumor_072,,
251,tumor_056,,
252,tumor_070,,
253,tumor_037,,
254,tumor_054,,
255,tumor_021,,
256,normal_144,,
257,normal_011,,
258,tumor_080,,
259,tumor_107,,
260,tumor_016,,
261,tumor_105,,
262,tumor_046,,
263,tumor_073,,
264,tumor_003,,
265,tumor_088,,
266,tumor_060,,
267,tumor_102,,
268,tumor_099,,
269,tumor_043,,
270,tumor_015,,
271,tumor_014,,
272,tumor_035,,
273,tumor_067,,
274,test_002,,
275,test_004,,
276,test_008,,
277,test_009,,
278,test_010,,
279,test_011,,
280,test_016,,
281,test_021,,
282,test_026,,
283,test_027,,
284,test_029,,
285,test_030,,
286,test_033,,
287,test_046,,
288,test_048,,
289,test_051,,
290,test_061,,
291,test_065,,
292,test_068,,
293,test_069,,
294,test_070,,
295,test_071,,
296,test_074,,
297,test_075,,
298,test_079,,
299,test_081,,
300,test_082,,
301,test_084,,
302,test_090,,
303,test_092,,
304,test_093,,
305,test_094,,
306,test_097,,
307,test_099,,
308,test_102,,
309,test_103,,
310,test_104,,
311,test_105,,
312,test_108,,
313,test_110,,
314,test_111,,
315,test_113,,
316,test_114,,
317,test_117,,
318,test_121,,
319,test_122,,
