,train,val,test
98,test_083,,
99,normal_026,,
100,test_085,,
101,test_086,,
102,test_087,,
103,test_091,,
104,test_095,,
105,test_096,,
106,test_100,,
107,test_101,,
108,test_106,,
109,normal_136,,
110,test_112,,
111,test_115,,
112,test_118,,
113,test_120,,
114,test_123,,
115,test_124,,
116,test_125,,
117,test_126,,
118,test_128,,
119,normal_119,,
120,test_129,,
121,test_130,,
122,normal_016,,
123,normal_151,,
124,normal_025,,
125,normal_134,,
126,normal_089,,
127,normal_074,,
128,normal_130,,
129,normal_141,,
130,normal_081,,
131,normal_159,,
132,normal_127,,
133,normal_001,,
134,normal_050,,
135,normal_117,,
136,normal_160,,
137,normal_032,,
138,normal_031,,
139,normal_149,,
140,normal_108,,
141,normal_076,,
142,normal_040,,
143,normal_082,,
144,normal_075,,
145,normal_069,,
146,normal_036,,
147,normal_068,,
148,normal_015,,
149,normal_122,,
150,normal_132,,
151,normal_120,,
152,normal_033,,
153,normal_005,,
154,normal_084,,
155,normal_024,,
156,normal_146,,
157,normal_004,,
158,normal_019,,
159,normal_158,,
160,normal_138,,
161,normal_143,,
162,normal_034,,
163,normal_067,,
164,normal_118,,
165,normal_070,,
166,normal_139,,
167,normal_140,,
168,normal_116,,
169,normal_042,,
170,normal_107,,
171,normal_094,,
172,normal_051,,
173,normal_091,,
174,normal_044,,
175,normal_104,,
176,normal_102,,
177,normal_008,,
178,normal_071,,
179,normal_052,,
180,normal_022,,
181,normal_154,,
182,normal_062,,
183,normal_003,,
184,normal_129,,
185,tumor_110,,
186,tumor_085,,
187,tumor_025,,
188,tumor_066,,
189,tumor_030,,
190,tumor_076,,
191,tumor_079,,
192,tumor_065,,
193,tumor_097,,
194,tumor_034,,
195,tumor_002,,
196,tumor_109,,
197,tumor_051,,
198,tumor_101,,
199,tumor_026,,
200,tumor_045,,
201,tumor_087,,
202,tumor_050,,
203,tumor_039,,
204,tumor_082,,
205,tumor_032,,
206,tumor_038,,
207,tumor_111,,
208,tumor_068,,
209,tumor_091,,
210,tumor_090,,
211,tumor_052,,
212,tumor_100,,
213,tumor_095,,
214,tumor_011,,
215,tumor_098,,
216,tumor_108,,
217,tumor_018,,
218,tumor_074,,
219,tumor_104,,
220,tumor_010,,
221,tumor_062,,
222,tumor_077,,
223,tumor_106,,
224,tumor_061,,
225,tumor_078,,
226,tumor_093,,
227,tumor_053,,
228,tumor_027,,
229,tumor_012,,
230,tumor_024,,
231,tumor_020,,
232,tumor_036,,
233,tumor_008,,
234,tumor_004,,
235,tumor_022,,
236,tumor_071,,
237,tumor_019,,
238,tumor_001,,
239,tumor_028,,
240,tumor_048,,
241,tumor_075,,
242,tumor_049,,
243,tumor_009,,
244,tumor_023,,
245,tumor_031,,
246,tumor_033,,
247,tumor_094,,
248,tumor_084,,
249,tumor_040,,
250,tumor_086,,
251,tumor_029,,
252,tumor_070,,
253,tumor_037,,
254,tumor_054,,
255,tumor_021,,
256,normal_144,,
257,normal_011,,
258,tumor_080,,
259,tumor_107,,
260,tumor_063,,
261,tumor_047,,
262,tumor_105,,
263,tumor_046,,
264,tumor_073,,
265,tumor_003,,
266,tumor_088,,
267,tumor_060,,
268,tumor_099,,
269,tumor_089,,
270,tumor_043,,
271,tumor_015,,
272,tumor_014,,
273,tumor_083,,
274,tumor_035,,
275,tumor_067,,
276,tumor_057,,
277,test_001,,
278,test_002,,
279,test_004,,
280,test_008,,
281,test_009,,
282,test_010,,
283,test_011,,
284,test_016,,
285,test_021,,
286,test_026,,
287,test_027,,
288,test_038,,
289,test_040,,
290,test_041,,
291,test_046,,
292,test_048,,
293,test_051,,
294,test_052,,
295,test_064,,
296,test_065,,
297,test_068,,
298,test_069,,
299,test_070,,
300,test_071,,
301,test_073,,
302,test_074,,
303,test_075,,
304,test_079,,
305,test_084,,
306,test_092,,
307,test_093,,
308,test_094,,
309,test_099,,
310,test_102,,
311,test_103,,
312,test_104,,
313,test_105,,
314,test_108,,
315,test_113,,
316,test_114,,
317,test_116,,
318,test_121,,
319,test_122,,
