,train,val,test
test_084,True,False,False
test_092,True,False,False
test_093,True,False,False
test_094,True,False,False
test_099,True,False,False
test_102,True,False,False
test_103,True,False,False
test_104,True,False,False
test_105,True,False,False
test_108,True,False,False
test_113,True,False,False
test_114,True,False,False
test_116,True,False,False
test_121,True,False,False
test_122,True,False,False
normal_101,False,True,False
test_044,False,True,False
normal_128,False,True,False
test_109,False,True,False
test_098,False,True,False
test_019,False,True,False
normal_054,False,True,False
normal_131,False,True,False
test_119,False,True,False
normal_090,False,True,False
test_107,False,True,False
normal_030,False,True,False
normal_095,False,True,False
test_047,False,True,False
normal_013,False,True,False
normal_148,False,True,False
normal_099,False,True,False
test_127,False,True,False
normal_097,False,True,False
normal_121,False,True,False
test_089,False,True,False
tumor_059,False,True,False
test_030,False,True,False
test_013,False,True,False
test_014,False,True,False
tumor_055,False,True,False
tumor_041,False,True,False
test_090,False,True,False
tumor_044,False,True,False
tumor_016,False,True,False
test_029,False,True,False
tumor_013,False,True,False
tumor_092,False,True,False
test_117,False,True,False
test_110,False,True,False
test_111,False,True,False
tumor_103,False,True,False
tumor_096,False,True,False
test_097,False,True,False
test_056,False,False,True
normal_133,False,False,True
normal_029,False,False,True
normal_018,False,False,True
normal_037,False,False,True
test_072,False,False,True
normal_079,False,False,True
normal_072,False,False,True
normal_105,False,False,True
test_024,False,False,True
test_088,False,False,True
normal_049,False,False,True
test_062,False,False,True
test_063,False,False,True
normal_047,False,False,True
normal_043,False,False,True
normal_028,False,False,True
normal_065,False,False,True
test_020,False,False,True
normal_017,False,False,True
normal_126,False,False,True
normal_038,False,False,True
normal_153,False,False,True
tumor_069,False,False,True
test_061,False,False,True
test_066,False,False,True
tumor_072,False,False,True
tumor_056,False,False,True
tumor_007,False,False,True
test_081,False,False,True
test_082,False,False,True
tumor_058,False,False,True
tumor_042,False,False,True
tumor_081,False,False,True
tumor_017,False,False,True
tumor_064,False,False,True
test_033,False,False,True
tumor_102,False,False,True
tumor_006,False,False,True
tumor_005,False,False,True
