,train,val,test
144,normal_031,,
145,normal_043,,
146,normal_149,,
147,normal_079,,
148,normal_108,,
149,normal_076,,
150,normal_040,,
151,normal_082,,
152,normal_069,,
153,normal_126,,
154,normal_153,,
155,normal_049,,
156,normal_015,,
157,normal_122,,
158,normal_132,,
159,normal_120,,
160,normal_033,,
161,normal_005,,
162,normal_084,,
163,normal_158,,
164,normal_138,,
165,normal_034,,
166,normal_131,,
167,normal_118,,
168,normal_070,,
169,normal_139,,
170,normal_140,,
171,normal_107,,
172,normal_094,,
173,normal_091,,
174,normal_044,,
175,normal_104,,
176,normal_102,,
177,normal_008,,
178,normal_071,,
179,normal_052,,
180,normal_022,,
181,normal_154,,
182,normal_054,,
183,normal_062,,
184,normal_003,,
185,tumor_103,,
186,tumor_025,,
187,tumor_007,,
188,tumor_030,,
189,tumor_076,,
190,tumor_079,,
191,tumor_041,,
192,tumor_065,,
193,tumor_017,,
194,tumor_096,,
195,tumor_097,,
196,tumor_034,,
197,tumor_002,,
198,tumor_109,,
199,tumor_064,,
200,tumor_101,,
201,tumor_026,,
202,tumor_045,,
203,tumor_042,,
204,tumor_059,,
205,tumor_087,,
206,tumor_039,,
207,tumor_082,,
208,tumor_013,,
209,tumor_092,,
210,tumor_111,,
211,tumor_068,,
212,tumor_090,,
213,tumor_052,,
214,tumor_100,,
215,tumor_095,,
216,tumor_011,,
217,tumor_098,,
218,tumor_108,,
219,tumor_074,,
220,tumor_104,,
221,tumor_010,,
222,tumor_062,,
223,tumor_106,,
224,tumor_061,,
225,tumor_078,,
226,tumor_093,,
227,tumor_053,,
228,tumor_027,,
229,tumor_012,,
230,tumor_024,,
231,tumor_020,,
232,tumor_008,,
233,tumor_004,,
234,tumor_022,,
235,tumor_071,,
236,tumor_019,,
237,tumor_001,,
238,tumor_028,,
239,tumor_075,,
240,tumor_049,,
241,tumor_005,,
242,tumor_009,,
243,tumor_023,,
244,tumor_055,,
245,tumor_033,,
246,tumor_069,,
247,tumor_084,,
248,tumor_040,,
249,tumor_086,,
250,tumor_029,,
251,tumor_037,,
252,tumor_021,,
253,normal_144,,
254,normal_011,,
255,tumor_080,,
256,tumor_107,,
257,tumor_047,,
258,tumor_016,,
259,tumor_105,,
260,tumor_046,,
261,tumor_073,,
262,tumor_003,,
263,tumor_088,,
264,tumor_060,,
265,tumor_099,,
266,tumor_089,,
267,tumor_043,,
268,tumor_015,,
269,tumor_014,,
270,tumor_083,,
271,tumor_035,,
272,tumor_067,,
273,test_004,,
274,test_008,,
275,test_009,,
276,test_010,,
277,test_011,,
278,test_013,,
279,test_014,,
280,test_016,,
281,test_021,,
282,test_026,,
283,test_027,,
284,test_029,,
285,test_030,,
286,test_038,,
287,test_040,,
288,test_041,,
289,test_046,,
290,test_048,,
291,test_052,,
292,test_061,,
293,test_064,,
294,test_065,,
295,test_066,,
296,test_068,,
297,test_069,,
298,test_070,,
299,test_071,,
300,test_073,,
301,test_075,,
302,test_079,,
303,test_081,,
304,test_082,,
305,test_084,,
306,test_090,,
307,test_093,,
308,test_094,,
309,test_097,,
310,test_099,,
311,test_102,,
312,test_103,,
313,test_104,,
314,test_105,,
315,test_108,,
316,test_110,,
317,test_111,,
318,test_113,,
319,test_114,,
320,test_116,,
321,test_117,,
322,test_122,,
