,train,val,test
test_097,True,False,False
test_099,True,False,False
test_102,True,False,False
test_103,True,False,False
test_104,True,False,False
test_105,True,False,False
test_108,True,False,False
test_110,True,False,False
test_111,True,False,False
test_113,True,False,False
test_114,True,False,False
test_117,True,False,False
test_121,True,False,False
test_122,True,False,False
normal_152,False,True,False
normal_131,False,True,False
normal_018,False,True,False
normal_091,False,True,False
normal_085,False,True,False
test_044,False,True,False
normal_106,False,True,False
normal_081,False,True,False
normal_071,False,True,False
normal_052,False,True,False
test_119,False,True,False
test_054,False,True,False
normal_095,False,True,False
normal_078,False,True,False
normal_060,False,True,False
normal_103,False,True,False
normal_066,False,True,False
normal_154,False,True,False
normal_122,False,True,False
test_015,False,True,False
normal_012,False,True,False
normal_014,False,True,False
normal_035,False,True,False
normal_039,False,True,False
tumor_081,False,True,False
tumor_050,False,True,False
tumor_063,False,True,False
tumor_089,False,True,False
tumor_085,False,True,False
tumor_077,False,True,False
tumor_052,False,True,False
test_038,False,True,False
test_013,False,True,False
test_014,False,True,False
tumor_024,False,True,False
test_064,False,True,False
test_001,False,True,False
tumor_047,False,True,False
tumor_083,False,True,False
test_066,False,True,False
test_127,False,False,True
normal_075,False,False,True
normal_076,False,False,True
normal_040,False,False,True
test_067,False,False,True
normal_067,False,False,True
normal_048,False,False,True
normal_121,False,False,True
normal_057,False,False,True
normal_021,False,False,True
normal_058,False,False,True
test_023,False,False,True
normal_044,False,False,True
normal_101,False,False,True
normal_129,False,False,True
test_047,False,False,True
normal_112,False,False,True
test_076,False,False,True
normal_064,False,False,True
normal_087,False,False,True
test_012,False,False,True
normal_155,False,False,True
test_037,False,False,True
tumor_065,False,False,True
tumor_071,False,False,True
tumor_020,False,False,True
tumor_096,False,False,True
tumor_104,False,False,True
tumor_048,False,False,True
tumor_055,False,False,True
tumor_057,False,False,True
test_040,False,False,True
test_041,False,False,True
tumor_094,False,False,True
test_073,False,False,True
tumor_009,False,False,True
test_052,False,False,True
tumor_005,False,False,True
test_116,False,False,True
