,train,val,test
test_079,True,False,False
test_081,True,False,False
test_082,True,False,False
test_090,True,False,False
test_092,True,False,False
test_093,True,False,False
test_094,True,False,False
test_097,True,False,False
test_103,True,False,False
test_104,True,False,False
test_105,True,False,False
test_108,True,False,False
test_110,True,False,False
test_111,True,False,False
test_114,True,False,False
test_116,True,False,False
normal_065,False,True,False
normal_078,False,True,False
test_101,False,True,False
normal_102,False,True,False
normal_152,False,True,False
test_015,False,True,False
normal_015,False,True,False
normal_037,False,True,False
normal_109,False,True,False
test_115,False,True,False
normal_048,False,True,False
normal_132,False,True,False
test_023,False,True,False
normal_160,False,True,False
test_018,False,True,False
test_043,False,True,False
normal_103,False,True,False
normal_066,False,True,False
normal_002,False,True,False
normal_087,False,True,False
normal_059,False,True,False
normal_070,False,True,False
normal_139,False,True,False
tumor_043,False,True,False
tumor_008,False,True,False
test_052,False,True,False
tumor_044,False,True,False
tumor_002,False,True,False
tumor_104,False,True,False
test_117,False,True,False
tumor_100,False,True,False
test_011,False,True,False
tumor_090,False,True,False
tumor_022,False,True,False
test_033,False,True,False
test_102,False,True,False
tumor_048,False,True,False
tumor_054,False,True,False
test_120,False,False,True
normal_114,False,False,True
test_125,False,False,True
normal_025,False,False,True
normal_134,False,False,True
normal_138,False,False,True
normal_046,False,False,True
test_085,False,False,True
test_062,False,False,True
test_063,False,False,True
test_039,False,False,True
normal_060,False,False,True
normal_034,False,False,True
normal_075,False,False,True
normal_118,False,False,True
test_080,False,False,True
test_020,False,False,True
test_032,False,False,True
test_107,False,False,True
normal_022,False,False,True
normal_047,False,False,True
normal_104,False,False,True
normal_071,False,False,True
normal_052,False,False,True
test_122,False,False,True
test_064,False,False,True
test_084,False,False,True
tumor_103,False,False,True
tumor_025,False,False,True
tumor_078,False,False,True
test_121,False,False,True
tumor_061,False,False,True
test_113,False,False,True
test_099,False,False,True
tumor_004,False,False,True
tumor_088,False,False,True
tumor_005,False,False,True
tumor_028,False,False,True
tumor_098,False,False,True
tumor_108,False,False,True
