,train,val,test
167,normal_131,,
168,normal_140,,
169,normal_116,,
170,normal_042,,
171,normal_107,,
172,normal_094,,
173,normal_051,,
174,normal_091,,
175,normal_044,,
176,normal_008,,
177,normal_154,,
178,normal_054,,
179,normal_062,,
180,normal_003,,
181,normal_129,,
182,tumor_110,,
183,tumor_085,,
184,tumor_007,,
185,tumor_066,,
186,tumor_030,,
187,tumor_076,,
188,tumor_079,,
189,tumor_041,,
190,tumor_058,,
191,tumor_065,,
192,tumor_017,,
193,tumor_096,,
194,tumor_097,,
195,tumor_034,,
196,tumor_109,,
197,tumor_064,,
198,tumor_051,,
199,tumor_101,,
200,tumor_026,,
201,tumor_045,,
202,tumor_042,,
203,tumor_059,,
204,tumor_087,,
205,tumor_050,,
206,tumor_039,,
207,tumor_082,,
208,tumor_013,,
209,tumor_092,,
210,tumor_032,,
211,tumor_038,,
212,tumor_111,,
213,tumor_006,,
214,tumor_068,,
215,tumor_091,,
216,tumor_052,,
217,tumor_095,,
218,tumor_011,,
219,tumor_018,,
220,tumor_074,,
221,tumor_010,,
222,tumor_062,,
223,tumor_077,,
224,tumor_106,,
225,tumor_093,,
226,tumor_053,,
227,tumor_027,,
228,tumor_012,,
229,tumor_024,,
230,tumor_020,,
231,tumor_036,,
232,tumor_071,,
233,tumor_019,,
234,tumor_001,,
235,tumor_075,,
236,tumor_049,,
237,tumor_009,,
238,tumor_023,,
239,tumor_031,,
240,tumor_055,,
241,tumor_033,,
242,tumor_094,,
243,tumor_069,,
244,tumor_084,,
245,tumor_040,,
246,tumor_086,,
247,tumor_029,,
248,tumor_072,,
249,tumor_056,,
250,tumor_070,,
251,tumor_037,,
252,tumor_021,,
253,normal_144,,
254,normal_011,,
255,tumor_080,,
256,tumor_107,,
257,tumor_063,,
258,tumor_047,,
259,tumor_016,,
260,tumor_105,,
261,tumor_046,,
262,tumor_073,,
263,tumor_003,,
264,tumor_060,,
265,tumor_102,,
266,tumor_099,,
267,tumor_089,,
268,tumor_015,,
269,tumor_014,,
270,tumor_083,,
271,tumor_035,,
272,tumor_067,,
273,tumor_057,,
274,tumor_081,,
275,test_001,,
276,test_002,,
277,test_004,,
278,test_008,,
279,test_009,,
280,test_010,,
281,test_013,,
282,test_014,,
283,test_016,,
284,test_021,,
285,test_026,,
286,test_027,,
287,test_029,,
288,test_030,,
289,test_038,,
290,test_040,,
291,test_041,,
292,test_046,,
293,test_048,,
294,test_051,,
295,test_061,,
296,test_065,,
297,test_066,,
298,test_068,,
299,test_069,,
300,test_070,,
301,test_071,,
302,test_073,,
303,test_074,,
304,test_075,,
305,test_079,,
306,test_081,,
307,test_082,,
308,test_090,,
309,test_092,,
310,test_093,,
311,test_094,,
312,test_097,,
313,test_103,,
314,test_104,,
315,test_105,,
316,test_108,,
317,test_110,,
318,test_111,,
319,test_114,,
320,test_116,,
