,train,val,test
147,normal_075,,
148,normal_036,,
149,normal_126,,
150,normal_068,,
151,normal_153,,
152,normal_049,,
153,normal_015,,
154,normal_122,,
155,normal_132,,
156,normal_120,,
157,normal_033,,
158,normal_005,,
159,normal_084,,
160,normal_004,,
161,normal_158,,
162,normal_138,,
163,normal_143,,
164,normal_067,,
165,normal_070,,
166,normal_139,,
167,normal_140,,
168,normal_042,,
169,normal_107,,
170,normal_037,,
171,normal_091,,
172,normal_104,,
173,normal_102,,
174,normal_008,,
175,normal_071,,
176,normal_052,,
177,normal_022,,
178,normal_154,,
179,normal_054,,
180,normal_062,,
181,normal_129,,
182,tumor_110,,
183,tumor_085,,
184,tumor_103,,
185,tumor_025,,
186,tumor_030,,
187,tumor_076,,
188,tumor_041,,
189,tumor_017,,
190,tumor_097,,
191,tumor_034,,
192,tumor_002,,
193,tumor_064,,
194,tumor_051,,
195,tumor_101,,
196,tumor_026,,
197,tumor_045,,
198,tumor_042,,
199,tumor_059,,
200,tumor_087,,
201,tumor_050,,
202,tumor_039,,
203,tumor_082,,
204,tumor_032,,
205,tumor_038,,
206,tumor_111,,
207,tumor_006,,
208,tumor_090,,
209,tumor_052,,
210,tumor_100,,
211,tumor_011,,
212,tumor_018,,
213,tumor_074,,
214,tumor_104,,
215,tumor_106,,
216,tumor_061,,
217,tumor_078,,
218,tumor_093,,
219,tumor_053,,
220,tumor_027,,
221,tumor_012,,
222,tumor_024,,
223,tumor_020,,
224,tumor_036,,
225,tumor_008,,
226,tumor_004,,
227,tumor_022,,
228,tumor_071,,
229,tumor_019,,
230,tumor_001,,
231,tumor_048,,
232,tumor_075,,
233,tumor_049,,
234,tumor_005,,
235,tumor_023,,
236,tumor_031,,
237,tumor_055,,
238,tumor_094,,
239,tumor_069,,
240,tumor_084,,
241,tumor_040,,
242,tumor_086,,
243,tumor_029,,
244,tumor_072,,
245,tumor_056,,
246,tumor_070,,
247,tumor_037,,
248,tumor_021,,
249,normal_144,,
250,normal_011,,
251,tumor_080,,
252,tumor_063,,
253,tumor_047,,
254,tumor_016,,
255,tumor_105,,
256,tumor_046,,
257,tumor_003,,
258,tumor_088,,
259,tumor_060,,
260,tumor_102,,
261,tumor_099,,
262,tumor_089,,
263,tumor_043,,
264,tumor_014,,
265,tumor_083,,
266,tumor_035,,
267,tumor_067,,
268,tumor_057,,
269,tumor_081,,
270,test_002,,
271,test_004,,
272,test_008,,
273,test_011,,
274,test_013,,
275,test_014,,
276,test_021,,
277,test_026,,
278,test_027,,
279,test_029,,
280,test_030,,
281,test_033,,
282,test_038,,
283,test_040,,
284,test_041,,
285,test_046,,
286,test_048,,
287,test_051,,
288,test_052,,
289,test_061,,
290,test_064,,
291,test_065,,
292,test_068,,
293,test_069,,
294,test_073,,
295,test_074,,
296,test_075,,
297,test_079,,
298,test_081,,
299,test_082,,
300,test_084,,
301,test_090,,
302,test_092,,
303,test_093,,
304,test_094,,
305,test_099,,
306,test_102,,
307,test_105,,
308,test_108,,
309,test_110,,
310,test_111,,
311,test_113,,
312,test_114,,
313,test_116,,
314,test_117,,
315,test_121,,
316,test_122,,
